MainMaxMMI_PGA_3,MainMaxMMI_PGV_3,MainMaxMMI_PGA_4,MainMaxMMI_PGV_4,MainMaxMMI_PGA,z_score,GradientBoosting_Predict,XGBoost_Predict,AdaBoost_Predict,CatBoost_Predict,LightGBM_Predict,RandomForest_Predict,MainPGA_4
7.836549915618478,7.338928319979108,8.201282012436868,8.164602356677255,8.201282012436868,0.5869601416188994,118.11715401126109,115.06896,122.34151862511457,120.139489394481,114.71573041339322,118.23378450828476,118.34658968368755
2.714020822091449,2.6726433052897423,4.145594343377796,4.350546762906777,4.145594343377796,-0.3852667953160005,9.3453576749699,9.517994,5.7500503852160145,9.970516980455642,11.326393749058136,9.4065279144425,9.377236151849898
0.7898972276825693,2.0634702328987773,1.6242480516394644,2.063732012259892,1.6242480516394644,-0.448677809931945,2.255041425991133,2.2721527,5.7500503852160145,2.8405279886695,4.989103220693813,2.2718386362670118,2.269988854956644
7.278764492215723,8.651252786378524,7.419794220586082,9.691629225626226,7.419794220586082,0.15064872195341597,69.45443851693669,69.67634,68.09600770407508,66.9614312923599,64.88040313405564,69.6400059954892,69.4438371129782
2.8739166211953373,2.39506681410664,3.285943755156767,2.874135324951032,3.285943755156767,-0.4112879121506409,6.398863728534562,6.543936,5.7500503852160145,6.484997957233141,8.827632182978965,6.453978423166855,6.460731607564633
7.8720001864987,6.76663888981228,8.636268065312917,7.050710203700197,8.636268065312917,0.7754279907544817,139.50009389581774,137.42642,133.46481121650606,142.75541534944222,129.8257564748389,138.82251565699232,139.47048463211095
1.6151382732296242,-0.0651513071874196,2.9792407739188045,1.6913256644296255,2.9792407739188045,-0.42082121588120364,5.437258031013916,5.404601,5.7500503852160145,5.011896371585443,7.657458487406597,5.401305320344616,5.392217760563877
9.102263225053225,8.394397984986348,10.008163727327828,10.418507826775102,10.008163727327828,2.6310541059933157,346.1655408759666,341.71558,353.09283833836696,357.8134761210932,266.8834714665161,344.09573514458447,347.4531793019982
5.87405004958464,3.6375522787694377,6.341757710274083,4.5936015779681725,6.341757710274083,-0.1422088366547578,36.82473652511374,36.579556,33.48613898969158,37.49362445459867,36.35079759928458,36.71033845665269,36.619711771363846
1.5462019753900835,-3.8081182494162897,3.877651544140005,-0.9128758669753064,3.877651544140005,-0.3944291731975056,8.442474379960485,8.286048,5.7500503852160145,6.599404312345882,10.512680633786847,8.346232101764747,8.350296497503672
1.5321230680601223,1.941512967065608,2.2570549449062955,1.7121202467559042,2.2570549449062955,-0.43904759285363965,3.4175463213605854,3.4725344,5.7500503852160145,3.7806156329020553,5.9374944254382935,3.3466628080107164,3.3493649651296407
5.921163269102356,3.27027827389065,6.6983816127126765,4.571868466050633,6.6983816127126765,-0.04164523965527621,47.535172716849125,48.49141,47.20827526347906,46.96494046595987,44.6558798584122,47.94893122618796,47.891102984219664
1.8781235514609984,-2.982990442253665,2.315748294973364,-0.7211584681384395,2.315748294973364,-0.4415610800449617,3.0972078148649813,3.1070373,5.7500503852160145,3.2661829894182333,5.821764819317346,3.0610140209116086,3.067647740535541
2.9110880359553413,3.364121814461033,4.60314678181663,4.941528997000319,4.60314678181663,-0.3483087131724024,13.549156040427414,13.976061,5.960348124283401,14.33004997171441,15.053152623952071,13.468956265762813,13.519580049110283
3.972797632454686,3.6230042092874815,4.467215451603599,5.061214362627799,4.467215451603599,-0.3564702498774903,12.584758232687904,12.452141,5.7500503852160145,13.944628796549136,14.103944703239641,12.618686623475558,12.604816895783516
-2.1633359416455207,-3.83690894204371,-0.8029075338701974,-1.9559986175444573,-0.8029075338701974,-0.46403604344969707,0.5492038026970985,0.5763709,5.7500503852160145,0.5155797092525845,3.728397198067709,0.5443687154616047,0.5486039454861635
1.205867211578323,1.1231118099372197,2.223621409048977,1.2751002453378664,2.223621409048977,-0.4381682529056289,3.4553226324990773,3.4725344,5.7500503852160145,3.596631756117091,5.9374944254382935,3.449224888709068,3.4479233387245376
1.0403082509080035,-0.0431210662196708,2.1196603878885574,1.0547558809862951,2.1196603878885574,-0.4433215969011255,2.895473326254557,3.0639088,5.7500503852160145,2.865305107327657,5.604836281907479,2.8636922926424297,2.870325102774765
6.935337135346799,4.760608469002181,7.894063831161703,6.698502095943602,7.894063831161703,0.2499462478879733,80.35779342170804,80.8447,79.04359717972578,85.65236402207006,78.42012600849333,80.46919421223657,80.57332427007404
8.478803760142176,6.796198925305413,9.462353215639446,7.905282169034117,9.462353215639446,1.7002575409691516,243.87793547482133,233.86462,250.35373288361427,237.55724950846943,238.38891127384815,241.6015880281419,243.12743383344832
1.0069259843164091,-2.2366024451546016,2.135162453714894,-0.2842537369485747,2.135162453714894,-0.4405860370960869,3.2107995152729005,3.177067,5.7500503852160145,2.5831805534321504,5.821764819317346,3.1738188916831653,3.176932718937433
3.100117712806546,2.75306151557611,3.722956066008096,3.217807717025841,3.722956066008096,-0.40157719575709505,7.6329917596921,7.50987,5.7500503852160145,8.051935581225159,10.135089417220286,7.58070788278993,7.54913025970624
-1.0274117460308134,-2.8973409536923977,0.2029256494214981,-1.279788797444013,0.2029256494214981,-0.4603007264169054,0.952868023356089,1.0085062,5.7500503852160145,1.1023114904411813,3.890891405443788,0.9683151649590951,0.967266571295541
3.831044505832879,1.3438386869092955,4.955751742003895,2.449529326655601,4.955751742003895,-0.3170575755491323,17.001694334456634,16.726782,8.087294715229882,15.998711763408775,18.38569002634666,17.060350849535986,17.02227693454976
2.312946011805449,1.470460296236045,3.969543285820184,2.386004404208237,3.969543285820184,-0.4013007937735384,7.639317342751658,7.50987,5.7500503852160145,8.15818005528011,10.27300940756839,7.585366404417507,7.580110007663075
5.374767861385898,5.49241196049388,6.749518346707584,6.542402329956392,6.749518346707584,-0.0893978510167177,42.652502867475555,41.629738,40.81335064372733,42.59419592817909,41.00240635588449,42.644884021477154,42.5388842872985
3.0938957374048712,3.027961822497653,4.135391029027715,3.998515741811411,4.135391029027715,-0.38877987462502495,8.968961384951086,9.508094,5.7500503852160145,10.398861577074658,10.99406566325228,8.97203132481265,8.98348242351013
8.27439719098798,3.657287535124104,9.05105675754668,7.271078347598519,9.05105675754668,0.9691858664284919,161.6168480925286,161.65895,172.50836917035159,176.66530969708316,158.80775299314843,161.4417442157701,161.18729749934468
7.857201371982648,6.921636998548742,9.463469464924431,8.54257679801882,9.463469464924431,1.6630186157657936,239.5373056467831,235.69127,246.50073044988346,235.95816103933322,238.38891127384815,238.97601784525472,238.95361242255063
-1.9340339889301217,-3.709297011231685,-1.011976635317153,-1.963663773275667,-1.011976635317153,-0.46449009486043513,0.492207400049228,0.52418053,5.7500503852160145,0.5129797025528404,3.728397198067709,0.48793608710791225,0.4977128553315014
0.4253513748669001,0.1747009321294776,2.408962029431565,1.9136814080752704,2.408962029431565,-0.4372817028406751,3.5530544892832885,3.522074,5.7500503852160145,3.8829651198807866,6.250973470975138,3.5439851287411686,3.5472898382335822
-2.073211201241951,-5.465122267584277,-1.2083510302449132,-4.732863543645892,-1.2083510302449132,-0.46516036631314905,0.4220760252272845,0.46308607,5.7500503852160145,0.48670585049021753,3.728397198067709,0.41317676791581925,0.4225873428422561
0.3970349819711501,-0.7559600794786774,1.9307928214385808,0.8168889294364732,1.9307928214385808,-0.4479549899276628,2.36867412179884,2.2721527,5.7500503852160145,2.7128387708377346,5.22281183052984,2.348896444736297,2.3510041257686534
4.108755436484373,3.0790381782426905,5.4441520422089535,4.387431050612583,5.4441520422089535,-0.2841216918683571,20.74035508914763,21.127453,25.18437911249224,21.656969378785185,22.051881371267896,20.714685324174237,20.71380389841765
3.002549189657288,-0.081811002320896,4.737919441565629,1.4390559937891,4.737919441565629,-0.34212568634673773,14.281588223983858,13.932377,5.960348124283401,12.034496316135982,16.55368640754128,14.197123041588151,14.212587422663242
2.337599209947463,-2.285539307989919,3.609501967196732,-0.4277052393016674,3.609501967196732,-0.3997326783341512,7.7154835440606515,7.742733,5.7500503852160145,6.430697023301221,10.047885903719973,7.76143731657663,7.755867867481308
1.7382419469174737,0.3109802378585375,2.8438933264229247,1.7419956670624956,2.8438933264229247,-0.42740330886070016,4.715842866917293,4.452063,5.7500503852160145,4.4220225769750385,7.084094876171563,4.6454324450779545,4.654482166523022
2.8115002975899883,2.3476433552915053,4.248973815232521,3.798140105959384,4.248973815232521,-0.3907934664625628,8.795927195422214,8.819934,5.7500503852160145,10.341031293010502,11.12833216122502,8.75964954431433,8.757794579985406
-3.2989712556116544,-5.327972151912718,-1.8806180415069136,-4.122320365320121,-1.8806180415069136,-0.4663541046784661,0.2743657159476986,0.36001766,5.7500503852160145,0.48670585049021753,3.728397198067709,0.278818785703543,0.2887904966400199
6.333919631557013,7.635368521714358,7.146996202109836,8.549639321357263,7.146996202109836,0.05438866545696177,58.98475025128717,58.746098,64.55033488168297,58.44306554220412,57.01998202884734,58.682423591891066,58.65479627398821
0.4335681116723283,-3.1956037283587087,1.3919627592495467,-2.252870344207845,1.3919627592495467,-0.45129128053837164,1.931799454587366,1.8432467,5.7500503852160145,1.6794642754719504,4.705530397255802,1.977349148886144,1.977065267224531
3.258351394103489,1.756045814575294,4.93541302732384,3.233844646826836,4.93541302732384,-0.33973893954038625,14.377785706723808,14.98055,5.960348124283401,13.949230621491992,17.121628970415262,14.521655863256449,14.480099303533612
-4.589130182150951,-6.610654153464793,-3.5055201424388884,-4.927926062254762,-3.5055201424388884,-0.46790993547757703,0.11498755785213062,0.30598044,5.7500503852160145,0.48670585049021753,3.728397198067709,0.11037916458452504,0.1144095265770729
5.024515428285307,2.790632098958184,7.689833962503429,5.949644226343798,7.689833962503429,0.2175028249927162,76.49401277941291,77.107254,77.0092447331788,77.73697709924105,77.40520644162284,76.71355536095206,76.93699340435877
2.375072912136095,1.94643349683262,2.6356276062071147,2.5691392727730697,2.6356276062071147,-0.43190635654958404,4.171326584916617,4.04169,5.7500503852160145,4.7518714885871205,6.789446138806113,4.152771953650905,4.149770584340675
7.2042868964146045,3.94103127320921,8.190617944532113,6.683674479565433,8.190617944532113,0.3355443459538651,90.29229624109483,90.76127,88.54990720381544,95.36888995581319,85.33460075426677,90.5358176667993,90.167349137562
6.633034022912304,6.751719640216024,7.87652430576344,8.133420696345965,7.87652430576344,0.4097027253930784,98.53345594411964,96.95221,91.2435970912983,97.00043388672441,92.46231011792973,98.53713970493469,98.47918494406248
9.87865284868969,7.973967540934197,9.381411605623336,9.530084308997091,9.87865284868969,1.499936629199333,220.95707462313248,217.13412,224.0302015652923,228.42321157118985,251.38095857370337,222.35098034953327,220.6750213100057
7.007204147796831,7.921139333180893,8.549226624252967,8.632448139485785,8.549226624252967,0.7491480270520202,136.32759298484868,137.47946,132.43981806043377,134.05939778201517,126.41913758917379,136.67185777893243,136.5249679562146
